Issue Key,Project,Issue Type,Summary,Description,Priority,Severity,Labels,Root Cause,Status,Resolution,Assignee,Reporter,Created,Updated,Resolution Date,Sprint
QA-510,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Open app. Expected: User should be redirected. Actual: 500 error returned.,High,Major,Performance,Memory Leak,Resolved,,John Doe,Automation Bot,2025-04-24,2025-04-25,2025-05-09,Sprint 9 (2025)
QA-511,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: System crashes.,Low,Critical,Reporting,Memory Leak,Resolved,Fixed,Mark Lee,Automation Bot,2025-04-25,2025-04-29,2025-05-02,Sprint 9 (2025)
QA-512,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: User should be redirected. Actual: 500 error returned.,High,Minor,UI,Memory Leak,Resolved,,Mark Lee,Test Engineer,2025-04-26,2025-05-05,,Sprint 9 (2025)
QA-513,QA Defects,Bug,API returns 500 error on valid request,Steps: Open app. Expected: System should work correctly. Actual: Data not saved.,Low,Minor,API,Memory Leak,In Progress,Fixed,John Doe,Automation Bot,2025-04-27,2025-05-03,2025-05-07,Sprint 9 (2025)
QA-514,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Submit form. Expected: Response should be 200 OK. Actual: Data not saved.,High,Critical,Validation,Memory Leak,In Progress,Cannot Reproduce,Bob Johnson,Test Engineer,2025-04-28,2025-05-06,2025-05-12,Sprint 9 (2025)
QA-515,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Minor,General Code Defect,Code Bug,Closed,Fixed,John Doe,QA Tester,2025-04-29,2025-05-08,2025-05-20,Sprint 9 (2025)
QA-516,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: System should work correctly. Actual: Incorrect message displayed.,Medium,Major,Validation,Test Data Issue,Resolved,Cannot Reproduce,Bob Johnson,QA Tester,2025-05-01,2025-05-10,2025-05-24,Sprint 9 (2025)
QA-517,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Major,Validation,Performance Issue,In Progress,Won't Fix,John Doe,Test Engineer,2025-05-02,2025-05-10,2025-05-11,Sprint 9 (2025)
QA-518,QA Defects,Bug,API returns 500 error on valid request,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Incorrect message displayed.,High,Minor,API,Environment Issue,In Progress,,Alice Brown,Test Engineer,2025-05-03,2025-05-08,,Sprint 9 (2025)
QA-519,QA Defects,Bug,API returns 500 error on valid request,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: System crashes.,Medium,Critical,API,Performance Issue,In Progress,Won't Fix,Mark Lee,QA Tester,2025-05-04,2025-05-11,,Sprint 9 (2025)
QA-520,QA Defects,Bug,SQL query takes too long to execute,Steps: Open app. Expected: User should be redirected. Actual: Incorrect message displayed.,Medium,Critical,Database,Memory Leak,Open,,Alice Brown,QA Tester,2025-05-05,2025-05-06,2025-05-12,Sprint 9 (2025)
QA-521,QA Defects,Bug,Data not saved to database after form submit,Steps: Open app. Expected: Response should be 200 OK. Actual: Data not saved.,High,Major,Database,Test Data Issue,Resolved,Duplicate,Mark Lee,Automation Bot,2025-05-07,2025-05-11,2025-05-15,Sprint 10 (2025)
QA-522,QA Defects,Bug,User roles not applied correctly after update,Steps: Submit form. Expected: Data should be saved. Actual: Data not saved.,High,Critical,General Code Defect,Test Data Issue,Closed,Cannot Reproduce,Bob Johnson,Test Engineer,2025-05-08,2025-05-13,2025-05-14,Sprint 10 (2025)
QA-523,QA Defects,Bug,Application crashes on logout,Steps: Submit form. Expected: User should be redirected. Actual: Data not saved.,High,Major,Logging,Memory Leak,Resolved,,John Doe,Automation Bot,2025-05-09,2025-05-16,2025-05-23,Sprint 10 (2025)
QA-524,QA Defects,Bug,Cache not refreshed after deployment,Steps: Open app. Expected: Response should be 200 OK. Actual: Data not saved.,Low,Critical,DevOps,Environment Issue,Open,Fixed,Mark Lee,QA Tester,2025-05-10,2025-05-11,2025-05-12,Sprint 10 (2025)
QA-525,QA Defects,Bug,Dropdown options missing in settings,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Major,UI,Configuration Issue,In Progress,Duplicate,John Doe,Automation Bot,2025-05-11,2025-05-16,2025-05-17,Sprint 10 (2025)
QA-526,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Open app. Expected: Data should be saved. Actual: Page loads slowly.,Low,Major,General Code Defect,Configuration Issue,Resolved,Fixed,Alice Brown,Test Engineer,2025-05-12,2025-05-22,2025-05-30,Sprint 10 (2025)
QA-527,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Call API endpoint. Expected: System should work correctly. Actual: System crashes.,Medium,Critical,Reporting,Performance Issue,Closed,Cannot Reproduce,Alice Brown,Test Engineer,2025-05-14,2025-05-22,2025-05-28,Sprint 10 (2025)
QA-528,QA Defects,Bug,SQL query takes too long to execute,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: System crashes.,Medium,Minor,Database,Environment Issue,Open,Fixed,Alice Brown,QA Tester,2025-05-15,2025-05-18,2025-05-27,Sprint 10 (2025)
QA-529,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Submit form. Expected: Response should be 200 OK. Actual: Data not saved.,Low,Critical,General Code Defect,Memory Leak,Resolved,Won't Fix,Jane Smith,Automation Bot,2025-05-16,2025-05-23,2025-06-01,Sprint 10 (2025)
QA-530,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Submit form. Expected: Data should be saved. Actual: Data not saved.,High,Minor,Performance,Memory Leak,Closed,,Bob Johnson,Test Engineer,2025-05-17,2025-05-22,2025-05-23,Sprint 10 (2025)
QA-531,QA Defects,Bug,Search results not displayed correctly,Steps: Submit form. Expected: System should work correctly. Actual: Data not saved.,Medium,Critical,Data Handling,Performance Issue,In Progress,Cannot Reproduce,Mark Lee,Automation Bot,2025-05-18,2025-05-25,,Sprint 10 (2025)
QA-532,QA Defects,Bug,Dropdown options missing in settings,Steps: Call API endpoint. Expected: System should work correctly. Actual: Data not saved.,High,Minor,UI,Test Data Issue,Closed,Fixed,Alice Brown,Test Engineer,2025-05-19,2025-05-29,2025-06-10,Sprint 10 (2025)
QA-533,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Data not saved.,Medium,Minor,Validation,Configuration Issue,In Progress,Fixed,John Doe,QA Tester,2025-05-21,2025-05-29,2025-06-13,Sprint 11 (2025)
QA-534,QA Defects,Bug,User roles not applied correctly after update,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Incorrect message displayed.,Low,Critical,General Code Defect,Performance Issue,In Progress,Duplicate,Mark Lee,Test Engineer,2025-05-22,2025-05-30,2025-06-06,Sprint 11 (2025)
QA-535,QA Defects,Bug,Password reset email not received,Steps: Submit form. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Critical,Security,Test Data Issue,In Progress,Won't Fix,Alice Brown,QA Tester,2025-05-23,2025-05-29,2025-06-01,Sprint 11 (2025)
QA-536,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Submit form. Expected: User should be redirected. Actual: Data not saved.,Medium,Minor,General Code Defect,Performance Issue,In Progress,Duplicate,Alice Brown,QA Tester,2025-05-24,2025-05-27,2025-06-07,Sprint 11 (2025)
QA-537,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: System crashes.,High,Blocker,Reporting,Performance Issue,Open,Won't Fix,Bob Johnson,Automation Bot,2025-05-25,2025-05-28,2025-06-07,Sprint 11 (2025)
QA-538,QA Defects,Bug,Cache not refreshed after deployment,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Data not saved.,High,Blocker,DevOps,Configuration Issue,Open,,Mark Lee,Automation Bot,2025-05-26,2025-05-27,2025-05-28,Sprint 11 (2025)
QA-539,QA Defects,Bug,Login button not responsive,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Page loads slowly.,Medium,Blocker,UI,Test Data Issue,Closed,Won't Fix,Jane Smith,Automation Bot,2025-05-28,2025-06-03,2025-06-10,Sprint 11 (2025)
QA-540,QA Defects,Bug,Data not saved to database after form submit,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Page loads slowly.,High,Blocker,Database,Test Data Issue,In Progress,Cannot Reproduce,Bob Johnson,Test Engineer,2025-05-29,2025-06-02,2025-06-06,Sprint 11 (2025)
QA-541,QA Defects,Bug,User roles not applied correctly after update,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: System crashes.,Medium,Blocker,General Code Defect,Code Bug,Resolved,Fixed,Bob Johnson,QA Tester,2025-05-30,2025-06-06,2025-06-17,Sprint 11 (2025)
QA-542,QA Defects,Bug,Data not saved to database after form submit,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: 500 error returned.,Low,Major,Database,Environment Issue,Resolved,Won't Fix,Alice Brown,Automation Bot,2025-05-31,2025-06-03,2025-06-07,Sprint 11 (2025)
QA-543,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Open app. Expected: System should work correctly. Actual: System crashes.,Low,Major,Reporting,Test Data Issue,Open,Duplicate,Mark Lee,Automation Bot,2025-06-01,2025-06-07,2025-06-17,Sprint 11 (2025)
QA-544,QA Defects,Bug,Session timeout not working as expected,Steps: Click logout. Expected: Data should be saved. Actual: Data not saved.,High,Critical,Performance,Performance Issue,In Progress,,Mark Lee,Automation Bot,2025-06-02,2025-06-09,2025-06-20,Sprint 11 (2025)
QA-545,QA Defects,Bug,Login button not responsive,Steps: Submit form. Expected: System should work correctly. Actual: System crashes.,Medium,Critical,UI,Configuration Issue,In Progress,Won't Fix,Bob Johnson,QA Tester,2025-06-04,2025-06-11,2025-06-25,Sprint 12 (2025)
QA-546,QA Defects,Bug,Login button not responsive,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Minor,UI,Environment Issue,Resolved,Cannot Reproduce,Jane Smith,Test Engineer,2025-06-05,2025-06-10,2025-06-11,Sprint 12 (2025)
QA-547,QA Defects,Bug,Data not saved to database after form submit,Steps: Open app. Expected: Data should be saved. Actual: 500 error returned.,High,Critical,Database,Environment Issue,Open,,Mark Lee,Test Engineer,2025-06-06,2025-06-10,2025-06-11,Sprint 12 (2025)
QA-548,QA Defects,Bug,Data not saved to database after form submit,Steps: Call API endpoint. Expected: Data should be saved. Actual: Data not saved.,Low,Critical,Database,Code Bug,In Progress,Duplicate,Mark Lee,QA Tester,2025-06-07,2025-06-17,2025-06-20,Sprint 12 (2025)
QA-549,QA Defects,Bug,UI alignment issue on mobile view,Steps: Call API endpoint. Expected: User should be redirected. Actual: 500 error returned.,High,Critical,UI,Performance Issue,Closed,Duplicate,Mark Lee,Automation Bot,2025-06-08,2025-06-10,,Sprint 12 (2025)
QA-550,QA Defects,Bug,File upload fails for large files,Steps: Open app. Expected: System should work correctly. Actual: Data not saved.,High,Minor,Performance,Code Bug,Open,Cannot Reproduce,Mark Lee,QA Tester,2025-06-09,2025-06-11,2025-06-15,Sprint 12 (2025)
QA-551,QA Defects,Bug,Login button not responsive,Steps: Open app. Expected: Response should be 200 OK. Actual: Page loads slowly.,Low,Minor,UI,Environment Issue,Closed,Won't Fix,Jane Smith,Test Engineer,2025-06-11,2025-06-21,2025-07-06,Sprint 12 (2025)
QA-552,QA Defects,Bug,Login button not responsive,Steps: Click logout. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Blocker,UI,Test Data Issue,Resolved,Fixed,John Doe,QA Tester,2025-06-12,2025-06-20,2025-06-29,Sprint 12 (2025)
QA-553,QA Defects,Bug,API returns 500 error on valid request,Steps: Click logout. Expected: System should work correctly. Actual: System crashes.,High,Major,API,Test Data Issue,In Progress,Won't Fix,Jane Smith,QA Tester,2025-06-13,2025-06-17,2025-06-21,Sprint 12 (2025)
QA-554,QA Defects,Bug,Login button not responsive,Steps: Submit form. Expected: Data should be saved. Actual: Page loads slowly.,Low,Minor,UI,Configuration Issue,In Progress,Cannot Reproduce,Jane Smith,Test Engineer,2025-06-14,2025-06-22,2025-07-04,Sprint 12 (2025)
QA-555,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Submit form. Expected: User should be redirected. Actual: Data not saved.,Low,Minor,Reporting,Code Bug,Closed,Cannot Reproduce,Jane Smith,Test Engineer,2025-06-15,2025-06-23,2025-06-29,Sprint 12 (2025)
QA-556,QA Defects,Bug,User roles not applied correctly after update,Steps: Submit form. Expected: System should work correctly. Actual: Incorrect message displayed.,Low,Minor,General Code Defect,Memory Leak,Resolved,Won't Fix,Mark Lee,Test Engineer,2025-06-17,2025-06-25,2025-06-28,Sprint 12 (2025)
QA-557,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Submit form. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Blocker,Performance,Environment Issue,Closed,Won't Fix,Mark Lee,Test Engineer,2025-06-18,2025-06-23,,Sprint 13 (2025)
QA-558,QA Defects,Bug,Session timeout not working as expected,Steps: Open app. Expected: Data should be saved. Actual: Data not saved.,Low,Blocker,Performance,Configuration Issue,Resolved,Duplicate,Alice Brown,Automation Bot,2025-06-19,2025-06-25,,Sprint 13 (2025)
QA-559,QA Defects,Bug,Export to CSV generates empty file,Steps: Open app. Expected: Data should be saved. Actual: Incorrect message displayed.,High,Blocker,Data Handling,Configuration Issue,Resolved,Duplicate,Alice Brown,Automation Bot,2025-06-20,2025-06-27,,Sprint 13 (2025)
QA-560,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: System should work correctly. Actual: Page loads slowly.,Medium,Critical,UI,Test Data Issue,Open,Cannot Reproduce,Mark Lee,Test Engineer,2025-06-21,2025-06-26,2025-07-11,Sprint 13 (2025)
QA-561,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Click logout. Expected: User should be redirected. Actual: System crashes.,Medium,Blocker,General Code Defect,Configuration Issue,Resolved,Cannot Reproduce,John Doe,QA Tester,2025-06-22,2025-06-29,2025-07-03,Sprint 13 (2025)
QA-562,QA Defects,Bug,Password reset email not received,Steps: Click logout. Expected: System should work correctly. Actual: Data not saved.,Medium,Blocker,Security,Memory Leak,Open,Cannot Reproduce,Jane Smith,Test Engineer,2025-06-24,2025-06-28,,Sprint 13 (2025)
QA-563,QA Defects,Bug,API returns 500 error on valid request,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Minor,API,Environment Issue,In Progress,Duplicate,Alice Brown,Test Engineer,2025-06-25,2025-07-03,,Sprint 13 (2025)
QA-564,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Incorrect message displayed.,High,Minor,Performance,Performance Issue,In Progress,Won't Fix,Mark Lee,Automation Bot,2025-06-26,2025-07-03,2025-07-05,Sprint 13 (2025)
QA-565,QA Defects,Bug,Session timeout not working as expected,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: 500 error returned.,Medium,Critical,Performance,Memory Leak,Closed,Duplicate,Alice Brown,QA Tester,2025-06-27,2025-07-01,2025-07-13,Sprint 13 (2025)
QA-566,QA Defects,Bug,User roles not applied correctly after update,Steps: Submit form. Expected: System should work correctly. Actual: Page loads slowly.,High,Minor,General Code Defect,Test Data Issue,In Progress,Fixed,Mark Lee,Automation Bot,2025-06-28,2025-07-03,2025-07-18,Sprint 13 (2025)
QA-567,QA Defects,Bug,User roles not applied correctly after update,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: 500 error returned.,High,Major,General Code Defect,Performance Issue,Closed,Duplicate,Jane Smith,Test Engineer,2025-06-29,2025-07-04,,Sprint 13 (2025)
QA-568,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Click logout. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Major,Performance,Configuration Issue,Open,Duplicate,Jane Smith,Automation Bot,2025-07-01,2025-07-06,2025-07-09,Sprint 13 (2025)
QA-569,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: Response should be 200 OK. Actual: System crashes.,Medium,Minor,UI,Code Bug,In Progress,Won't Fix,Jane Smith,QA Tester,2025-07-02,2025-07-03,2025-07-10,Sprint 14 (2025)
QA-570,QA Defects,Bug,Search results not displayed correctly,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: System crashes.,High,Major,Data Handling,Performance Issue,Closed,Cannot Reproduce,Alice Brown,Test Engineer,2025-07-03,2025-07-05,2025-07-09,Sprint 14 (2025)
QA-571,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: System should work correctly. Actual: Page loads slowly.,High,Blocker,UI,Code Bug,Closed,Fixed,Bob Johnson,QA Tester,2025-07-04,2025-07-06,,Sprint 14 (2025)
QA-572,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: 500 error returned.,Low,Major,Performance,Performance Issue,In Progress,,Alice Brown,Automation Bot,2025-07-05,2025-07-13,2025-07-19,Sprint 14 (2025)
QA-573,QA Defects,Bug,Data not saved to database after form submit,Steps: Call API endpoint. Expected: User should be redirected. Actual: Incorrect message displayed.,High,Major,Database,Memory Leak,Open,,Alice Brown,Test Engineer,2025-07-06,2025-07-14,2025-07-27,Sprint 14 (2025)
QA-574,QA Defects,Bug,Password reset email not received,Steps: Click logout. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Blocker,Security,Memory Leak,Open,Cannot Reproduce,Alice Brown,QA Tester,2025-07-08,2025-07-17,2025-07-26,Sprint 14 (2025)
QA-575,QA Defects,Bug,UI alignment issue on mobile view,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: 500 error returned.,Low,Blocker,UI,Environment Issue,Resolved,Fixed,Bob Johnson,Automation Bot,2025-07-09,2025-07-14,2025-07-19,Sprint 14 (2025)
QA-576,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Open app. Expected: System should work correctly. Actual: Page loads slowly.,High,Blocker,General Code Defect,Test Data Issue,In Progress,Cannot Reproduce,Jane Smith,Test Engineer,2025-07-10,2025-07-16,2025-07-19,Sprint 14 (2025)
QA-577,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Submit form. Expected: User should be redirected. Actual: 500 error returned.,Low,Critical,Reporting,Configuration Issue,Open,Won't Fix,Jane Smith,Test Engineer,2025-07-11,2025-07-21,2025-07-23,Sprint 14 (2025)
QA-578,QA Defects,Bug,User roles not applied correctly after update,Steps: Click logout. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Blocker,General Code Defect,Configuration Issue,Open,,Alice Brown,Automation Bot,2025-07-12,2025-07-17,2025-07-24,Sprint 14 (2025)
QA-579,QA Defects,Bug,Data not saved to database after form submit,Steps: Open app. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Critical,Database,Performance Issue,Open,,John Doe,QA Tester,2025-07-13,2025-07-15,,Sprint 14 (2025)
QA-580,QA Defects,Bug,Password reset email not received,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: System crashes.,High,Minor,Security,Configuration Issue,Closed,Duplicate,Alice Brown,Automation Bot,2025-07-15,2025-07-16,2025-07-19,Sprint 14 (2025)
QA-581,QA Defects,Bug,Dropdown options missing in settings,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Page loads slowly.,Medium,Blocker,UI,Environment Issue,Closed,Cannot Reproduce,Mark Lee,Test Engineer,2025-07-16,2025-07-22,,Sprint 15 (2025)
QA-582,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Call API endpoint. Expected: User should be redirected. Actual: System crashes.,Low,Critical,General Code Defect,Test Data Issue,Resolved,Duplicate,John Doe,Automation Bot,2025-07-17,2025-07-24,2025-08-08,Sprint 15 (2025)
QA-583,QA Defects,Bug,Password reset email not received,Steps: Open app. Expected: User should be redirected. Actual: 500 error returned.,High,Minor,Security,Performance Issue,Open,Won't Fix,Jane Smith,QA Tester,2025-07-18,2025-07-20,,Sprint 15 (2025)
QA-584,QA Defects,Bug,SQL query takes too long to execute,Steps: Click logout. Expected: User should be redirected. Actual: Data not saved.,Low,Major,Database,Memory Leak,In Progress,Fixed,Mark Lee,QA Tester,2025-07-19,2025-07-21,2025-07-23,Sprint 15 (2025)
QA-585,QA Defects,Bug,SQL query takes too long to execute,Steps: Click logout. Expected: Data should be saved. Actual: 500 error returned.,Medium,Minor,Database,Performance Issue,Open,Won't Fix,Mark Lee,Automation Bot,2025-07-20,2025-07-22,2025-07-28,Sprint 15 (2025)
QA-586,QA Defects,Bug,Session timeout not working as expected,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: System crashes.,Low,Major,Performance,Performance Issue,Open,Cannot Reproduce,Mark Lee,QA Tester,2025-07-22,2025-07-29,2025-08-03,Sprint 15 (2025)
QA-587,QA Defects,Bug,Session timeout not working as expected,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: System crashes.,High,Critical,Performance,Test Data Issue,Open,Fixed,John Doe,Test Engineer,2025-07-23,2025-07-25,2025-08-04,Sprint 15 (2025)
QA-588,QA Defects,Bug,Memory leak observed under load test,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Page loads slowly.,High,Critical,Performance,Test Data Issue,Open,,John Doe,QA Tester,2025-07-24,2025-08-01,,Sprint 15 (2025)
QA-589,QA Defects,Bug,File upload fails for large files,Steps: Open app. Expected: User should be redirected. Actual: System crashes.,High,Blocker,Performance,Configuration Issue,In Progress,Won't Fix,Bob Johnson,Test Engineer,2025-07-25,2025-08-02,2025-08-08,Sprint 15 (2025)
QA-590,QA Defects,Bug,Application crashes on logout,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Data not saved.,Medium,Major,Logging,Environment Issue,Open,Cannot Reproduce,Jane Smith,Test Engineer,2025-07-26,2025-08-05,2025-08-19,Sprint 15 (2025)
QA-591,QA Defects,Bug,API returns 500 error on valid request,Steps: Click logout. Expected: Data should be saved. Actual: Incorrect message displayed.,Medium,Major,API,Configuration Issue,Open,,Mark Lee,QA Tester,2025-07-28,2025-08-06,2025-08-11,Sprint 15 (2025)
QA-592,QA Defects,Bug,Login button not responsive,Steps: Open app. Expected: System should work correctly. Actual: Data not saved.,High,Major,UI,Memory Leak,Open,Fixed,Alice Brown,Automation Bot,2025-07-29,2025-08-08,2025-08-20,Sprint 15 (2025)
QA-593,QA Defects,Bug,Application crashes on logout,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Major,Logging,Test Data Issue,In Progress,,Mark Lee,Automation Bot,2025-07-30,2025-07-31,2025-08-07,Sprint 16 (2025)
QA-594,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: System crashes.,Medium,Minor,Reporting,Performance Issue,Closed,,Jane Smith,Automation Bot,2025-07-31,2025-08-01,2025-08-05,Sprint 16 (2025)
QA-595,QA Defects,Bug,Login button not responsive,Steps: Click logout. Expected: System should work correctly. Actual: Page loads slowly.,Low,Major,UI,Code Bug,In Progress,Duplicate,Alice Brown,Test Engineer,2025-08-01,2025-08-03,2025-08-06,Sprint 16 (2025)
QA-596,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Click logout. Expected: System should work correctly. Actual: 500 error returned.,Medium,Minor,Reporting,Performance Issue,Closed,Cannot Reproduce,Mark Lee,QA Tester,2025-08-02,2025-08-10,2025-08-11,Sprint 16 (2025)
QA-597,QA Defects,Bug,SQL query takes too long to execute,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: 500 error returned.,High,Critical,Database,Code Bug,Closed,Cannot Reproduce,Bob Johnson,Automation Bot,2025-08-04,2025-08-09,2025-08-10,Sprint 16 (2025)
QA-598,QA Defects,Bug,Cache not refreshed after deployment,Steps: Open app. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Critical,DevOps,Configuration Issue,Open,Duplicate,Alice Brown,Test Engineer,2025-08-05,2025-08-07,2025-08-19,Sprint 16 (2025)
QA-599,QA Defects,Bug,User roles not applied correctly after update,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: System crashes.,Low,Major,General Code Defect,Memory Leak,In Progress,Cannot Reproduce,John Doe,Test Engineer,2025-08-06,2025-08-13,2025-08-24,Sprint 16 (2025)
QA-600,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Open app. Expected: System should work correctly. Actual: Page loads slowly.,High,Minor,Performance,Performance Issue,Resolved,Fixed,John Doe,Test Engineer,2025-08-07,2025-08-09,2025-08-21,Sprint 16 (2025)
QA-200,QA Defects,Bug,Dark mode UI not applying to all pages,Steps: Navigate to dark module. Expected: Should work correctly. Actual: Dark mode UI not applying to all pages.,Medium,Critical,UI,Design Gap,In Progress,,Jane Smith,Developer,2025-08-08,2025-08-10,2025-08-15,Sprint 16 (2025)
QA-201,QA Defects,Bug,Search results not sorted correctly,Steps: Navigate to search module. Expected: Should work correctly. Actual: Search results not sorted correctly.,High,Critical,Data Handling,Code Bug,Reopened,,Jane Smith,Test Engineer,2025-08-09,2025-08-13,2025-08-24,Sprint 16 (2025)
QA-202,QA Defects,Bug,API returns 500 error on valid request,Steps: Navigate to api module. Expected: Should work correctly. Actual: API returns 500 error on valid request.,Low,Blocker,API,Configuration Issue,Open,,Sarah Brown,Automation Bot,2025-08-11,2025-08-13,,Sprint 16 (2025)
QA-203,QA Defects,Bug,Session timeout not enforced properly,Steps: Navigate to session module. Expected: Should work correctly. Actual: Session timeout not enforced properly.,Low,Blocker,Performance,Design Gap,Reopened,,John Doe,Developer,2025-08-12,2025-08-20,2025-08-30,Sprint 16 (2025)
QA-204,QA Defects,Bug,Build pipeline fails intermittently,Steps: Navigate to build module. Expected: Should work correctly. Actual: Build pipeline fails intermittently.,Low,Blocker,UI,Integration Failure,Reopened,,Sarah Brown,Test Engineer,2025-08-13,2025-08-15,,Sprint 17 (2025)
QA-205,QA Defects,Bug,Notification emails not triggered,Steps: Navigate to notification module. Expected: Should work correctly. Actual: Notification emails not triggered.,Medium,Critical,Notification Service,Missing Validation,Open,,Sarah Brown,QA Tester,2025-08-14,2025-08-15,2025-08-21,Sprint 17 (2025)
QA-206,QA Defects,Bug,Session timeout not enforced properly,Steps: Navigate to session module. Expected: Should work correctly. Actual: Session timeout not enforced properly.,High,Minor,Performance,Race Condition,Resolved,Fixed,Jane Smith,Automation Bot,2025-08-15,2025-08-21,2025-09-03,Sprint 17 (2025)
QA-207,QA Defects,Bug,Session timeout not enforced properly,Steps: Navigate to session module. Expected: Should work correctly. Actual: Session timeout not enforced properly.,Low,Blocker,Performance,Configuration Issue,Resolved,Fixed,Jane Smith,Test Engineer,2025-08-16,2025-08-22,2025-08-31,Sprint 17 (2025)
QA-208,QA Defects,Bug,Memory leak observed after prolonged usage,Steps: Navigate to memory module. Expected: Should work correctly. Actual: Memory leak observed after prolonged usage.,High,Minor,Performance,Configuration Issue,Reopened,,John Doe,Automation Bot,2025-08-18,2025-08-26,2025-09-08,Sprint 17 (2025)
QA-209,QA Defects,Bug,Data export to CSV missing some fields,Steps: Navigate to data module. Expected: Should work correctly. Actual: Data export to CSV missing some fields.,Medium,Critical,Data Handling,Race Condition,Closed,Won't Fix,Mark Lee,Automation Bot,2025-08-19,2025-08-25,2025-09-01,Sprint 17 (2025)
QA-210,QA Defects,Bug,Memory leak observed after prolonged usage,Steps: Navigate to memory module. Expected: Should work correctly. Actual: Memory leak observed after prolonged usage.,Low,Blocker,Performance,Code Bug,In Progress,,John Doe,QA Tester,2025-08-20,2025-08-30,2025-09-08,Sprint 17 (2025)
